ID,Name,Sex,Team,NOC,Year
465,"Matthew ""Matt"" Abood",M,Australia,AUS,2016
465,"Matthew ""Matt"" Abood",M,Australia,AUS,2016
823,Liam Adams,M,Australia,AUS,2016
834,Paul Adams,M,Australia,AUS,2016
2321,Fiona Albert,F,Australia,AUS,2016
2442,Olympia Aldersey,F,Australia,AUS,2016
2885,Laura Colleen Gloria Alleway,F,Australia,AUS,2016
3711,David Emil Andersen,M,Australia,AUS,2016
4413,Ashlee Ankudinoff,F,Australia,AUS,2016
4818,Zoe Arancini,F,Australia,AUS,2016
5227,Mackenzie Elizabeth Arnold,F,Australia,AUS,2016
5577,Jessica Ashwood,F,Australia,AUS,2016
5577,Jessica Ashwood,F,Australia,AUS,2016
5577,Jessica Ashwood,F,Australia,AUS,2016
6660,Joel Baden,M,Australia,AUS,2016
6913,Ryan Bailie,M,Australia,AUS,2016
6949,Cameron David Bairstow,M,Australia,AUS,2016
7016,Georgia Baker,F,Australia,AUS,2016
7585,Sarah Banting,F,Australia,AUS,2016
8051,Bronte Amelia Arnold Barratt,F,Australia,AUS,2016
8051,Bronte Amelia Arnold Barratt,F,Australia,AUS,2016
8923,Aron John Baynes,M,Australia,AUS,2016
9013,Gemma Beadsworth,F,Australia,AUS,2016
9018,Daniel Beale,M,Australia,AUS,2016
9099,"Joshua ""Josh"" Beaver",M,Australia,AUS,2016
9099,"Joshua ""Josh"" Beaver",M,Australia,AUS,2016
9181,Nicole Elise Beck,F,Australia,AUS,2016
9297,Domonic Bedggood,M,Australia,AUS,2016
9567,Mathew Belcher,M,Australia,AUS,2016
9764,Alexander Belonogoff,M,Australia,AUS,2016
10228,Jake Bensted,M,Australia,AUS,2016
11670,Stephen Bird,M,Australia,AUS,2016
11673,Dane Alex Bird-Smith,M,Australia,AUS,2016
11699,Damien Birkinhead,M,Australia,AUS,2016
11785,Isobel Bishop,F,Australia,AUS,2016
11998,Blake Blackburn,M,Australia,AUS,2016
12410,"Jennifer ""Jenny"" Blundell",F,Australia,AUS,2016
12421,Madonna Blyth,F,Australia,AUS,2016
12490,Jack Bobridge,M,Australia,AUS,2016
12599,Lauren Boden-Wells,F,Australia,AUS,2016
12795,Andrew Michael Bogut,M,Australia,AUS,2016
12808,Georgia Bohl,F,Australia,AUS,2016
12808,Georgia Bohl,F,Australia,AUS,2016
12925,Peter Bol,M,Australia,AUS,2016
13156,Edwina Claire Bone,F,Australia,AUS,2016
13359,"Joshua ""Josh"" Booth",M,Australia,AUS,2016
13638,Ian Borrows,M,Australia,AUS,2016
14243,Scott Bowden,M,Australia,AUS,2016
14243,Scott Bowden,M,Australia,AUS,2016
14267,Daniel Bowker,M,Australia,AUS,2016
14325,Alana Boyd,F,Australia,AUS,2016
14865,Melissa Breen,F,Australia,AUS,2016
15292,Ryan Broekhoff,M,Australia,AUS,2016
16006,Caroline Buchanan,F,Australia,AUS,2016
16104,Hannah Buckling,F,Australia,AUS,2016
16105,Zoe Buckman,F,Australia,AUS,2016
16364,Alyssa Bull,F,Australia,AUS,2016
16672,Alyce Burnett,F,Australia,AUS,2016
16759,Christopher Burton,M,Australia,AUS,2016
16759,Christopher Burton,M,Australia,AUS,2016
16770,Natalie Burton,F,Australia,AUS,2016
16773,Tom Burton,M,Australia,AUS,2016
17591,"Elizabeth Folake ""Liz"" Cambage",F,Australia,AUS,2016
17684,Bronte Campbell,F,Australia,AUS,2016
17684,Bronte Campbell,F,Australia,AUS,2016
17684,Bronte Campbell,F,Australia,AUS,2016
17687,Cate Natalie Campbell,F,Australia,AUS,2016
17687,Cate Natalie Campbell,F,Australia,AUS,2016
17687,Cate Natalie Campbell,F,Australia,AUS,2016
17687,Cate Natalie Campbell,F,Australia,AUS,2016
17742,"Richard ""Richie"" Campbell",M,Australia,AUS,2016
18448,Ellie Madison Carpenter,F,Australia,AUS,2016
18827,Charlotte Caslick,F,Australia,AUS,2016
19055,"Stephanie-Elise ""Steph"" Catley",F,Australia,AUS,2016
19603,Kyle Chalmers,M,Australia,AUS,2016
19603,Kyle Chalmers,M,Australia,AUS,2016
19603,Kyle Chalmers,M,Australia,AUS,2016
19840,David Chapman,M,Australia,AUS,2016
19946,Andrew Charter,M,Australia,AUS,2016
19992,Matthew Chau,M,Australia,AUS,2016
20048,Kevin Alejandro Chvez Banda,M,Australia,AUS,2016
20285,"Hsuan-Yu ""Wendy"" Chen",F,Australia,AUS,2016
20515,Emilee Cherry,F,Australia,AUS,2016
21133,"Nyuk Lian ""Leanne"" Choo",F,Australia,AUS,2016
21668,"Christopher ""Chris"" Ciriello",M,Australia,AUS,2016
21783,Cameron Clark,M,Australia,AUS,2016
21822,Milly Clark,F,Australia,AUS,2016
21882,Simon Clarke,M,Australia,AUS,2016
21945,Jane-Anne Claxton,F,Australia,AUS,2016
21966,Jacob Clear,M,Australia,AUS,2016
21970,Jennifer Cleary,F,Australia,AUS,2016
22708,"James ""Jimmy"" Connor",M,Australia,AUS,2016
22741,Patrick Constable,M,Australia,AUS,2016
22741,Patrick Constable,M,Australia,AUS,2016
22741,Patrick Constable,M,Australia,AUS,2016
22865,Tamsin Cook,F,Australia,AUS,2016
22865,Tamsin Cook,F,Australia,AUS,2016
22865,Tamsin Cook,F,Australia,AUS,2016
23384,"John ""Johnno"" Cotterill",M,Australia,AUS,2016
23422,Eoin Coughlan,M,Australia,AUS,2016
23519,Alicia Jayne Coutts,F,Australia,AUS,2016
23573,Rhydian Cowley,M,Australia,AUS,2016
23937,Hannah Cross,F,Australia,AUS,2016
23988,"Kimberley ""Kim"" Crow-Brennan",F,Australia,AUS,2016
24020,Larissa Rose Crummer,F,Australia,AUS,2016
24368,Amy Louise Cure,F,Australia,AUS,2016
24436,"Thomas ""Tom"" Cusack",M,Australia,AUS,2016
25036,Chloe Elysha Dalton,F,Australia,AUS,2016
25384,Lisa Darmanin,F,Australia,AUS,2016
25793,"Matthew ""Matt"" Dawson",M,Australia,AUS,2016
26730,Lisa Marie De Vanna,F,Australia,AUS,2016
26837,Anthony Dean,M,Australia,AUS,2016
26861,Timothy Deavin,M,Australia,AUS,2016
27260,Lucien Delfour,M,Australia,AUS,2016
27355,"Matthew ""Matt"" Dellavedova",M,Australia,AUS,2016
27623,Joel Dennerley,M,Australia,AUS,2016
27635,Rohan Dennis,M,Australia,AUS,2016
27635,Rohan Dennis,M,Australia,AUS,2016
27643,Matthew Denny,M,Australia,AUS,2016
27646,Erin Densham,F,Australia,AUS,2016
30269,Cedric Dubler,M,Australia,AUS,2016
30664,Joshua Dunkley-Smith,M,Australia,AUS,2016
31015,Jamie Raymond Dwyer,M,Australia,AUS,2016
31017,Kirstin Sheree Dwyer,F,Australia,AUS,2016
31194,Casey Eastham-Sablowski,F,Australia,AUS,2016
31291,Katie Rae Ebzery,F,Australia,AUS,2016
31433,"Alexander ""Alex"" Edmondson",M,Australia,AUS,2016
31434,Annette Edmondson,F,Australia,AUS,2016
31434,Annette Edmondson,F,Australia,AUS,2016
31440,"Madeleine ""Maddie"" Edmunds",F,Australia,AUS,2016
32407,Brittany Joyce Elmslie,F,Australia,AUS,2016
32407,Brittany Joyce Elmslie,F,Australia,AUS,2016
32457,Gracie Elvin,F,Australia,AUS,2016
32490,"Mitchell ""Mitch"" Emery",M,Australia,AUS,2016
32886,"Christopher ""Chris"" Erickson",M,Australia,AUS,2016
33241,Chloe Esposito,F,Australia,AUS,2016
33246,Max Esposito,M,Australia,AUS,2016
33360,Gemma Etheridge,F,Australia,AUS,2016
33431,Blair Catherine Evans,F,Australia,AUS,2016
33608,Allan Fa'alava'au,M,Australia,AUS,2016
34701,Keith Ferguson,M,Australia,AUS,2016
35586,Ryan Fisher,M,Australia,AUS,2016
35655,Riley Fitzsimmons,M,Australia,AUS,2016
35874,Naomi Flood,F,Australia,AUS,2016
36067,Con Foley,M,Australia,AUS,2016
36190,Caitlin Jade Foord,F,Australia,AUS,2016
36232,George Ford,M,Australia,AUS,2016
36350,Karsten Forsterling,M,Australia,AUS,2016
36567,"Jessica Esther ""Jess"" Fox",F,Australia,AUS,2016
36860,Marcus Fraser,M,Australia,AUS,2016
36868,Thomas William Fraser-Holmes,M,Australia,AUS,2016
36868,Thomas William Fraser-Holmes,M,Australia,AUS,2016
36868,Thomas William Fraser-Holmes,M,Australia,AUS,2016
36902,Henry Max Frayne,M,Australia,AUS,2016
38043,Elena Galiabovitch,F,Australia,AUS,2016
38043,Elena Galiabovitch,F,Australia,AUS,2016
38786,Katrin Garfoot,F,Australia,AUS,2016
38786,Katrin Garfoot,F,Australia,AUS,2016
39083,Blake Gaudry,M,Australia,AUS,2016
39166,Daria Gavrilova,F,Australia,AUS,2016
39511,Ashleigh Gentle,F,Australia,AUS,2016
39543,Cayla George,F,Australia,AUS,2016
40079,Miranda Giambelli,F,Australia,AUS,2016
40278,Jarrod Gilchrist,M,Australia,AUS,2016
40549,Cameron Girdlestone,M,Australia,AUS,2016
40672,Matthew Glaetzer,M,Australia,AUS,2016
40672,Matthew Glaetzer,M,Australia,AUS,2016
40672,Matthew Glaetzer,M,Australia,AUS,2016
40989,"William ""Will"" Godward",M,Australia,AUS,2016
41024,Keesja Kaia Gofers,F,Australia,AUS,2016
41061,"Matthew ""Matt"" Gohdes",M,Australia,AUS,2016
41701,Molly Goodman,F,Australia,AUS,2016
41909,Katrina-Lee Gorry,F,Australia,AUS,2016
42067,"Christopher John ""Chris"" Goulding",M,Australia,AUS,2016
42117,Blake Govers,M,Australia,AUS,2016
42433,Rhys Grant,M,Australia,AUS,2016
42623,Ellia Green,F,Australia,AUS,2016
42744,Ryan Gregson,M,Australia,AUS,2016
42887,Sam Griffiths,M,Australia,AUS,2016
42887,Sam Griffiths,M,Australia,AUS,2016
43217,"Samuel ""Sam"" Groth",M,Australia,AUS,2016
43241,Madeline Groves,F,Australia,AUS,2016
43241,Madeline Groves,F,Australia,AUS,2016
43241,Madeline Groves,F,Australia,AUS,2016
43485,Chelsea Lea Gubecka,F,Australia,AUS,2016
43497,"Christopher Luke ""Chris"" Guccione",M,Australia,AUS,2016
44633,Katharina Haecker,F,Australia,AUS,2016
44681,Alexandra Hagan,F,Australia,AUS,2016
45014,Jessica Hall,F,Australia,AUS,2016
45022,Linden Hall,F,Australia,AUS,2016
45348,Bianca Maree Hammett,F,Australia,AUS,2016
45610,Mary Hanna,F,Australia,AUS,2016
45610,Mary Hanna,F,Australia,AUS,2016
45821,Jacob Hansford,M,Australia,AUS,2016
46126,Benn Harradine,M,Australia,AUS,2016
46255,Nathan Hart,M,Australia,AUS,2016
46294,"Alexander ""Alex"" Hartmann",M,Australia,AUS,2016
46990,"Suzanne ""Sue"" Hearn",F,Australia,AUS,2016
46990,"Suzanne ""Sue"" Hearn",F,Australia,AUS,2016
47559,Scott Robert Hend,M,Australia,AUS,2016
47585,Rebecca Henderson,F,Australia,AUS,2016
47764,Jennifer Hens,F,Australia,AUS,2016
47814,Michael David Hepburn,M,Australia,AUS,2016
48371,Michelle Pearl Heyman,F,Australia,AUS,2016
48553,"Alexander ""Alex"" Hill",M,Australia,AUS,2016
48635,Madeline Hills (Heiner-),F,Australia,AUS,2016
48635,Madeline Hills (Heiner-),F,Australia,AUS,2016
49020,Belinda Jane Hocking,F,Australia,AUS,2016
49371,Lewis Holland,M,Australia,AUS,2016
49398,Tanya Holliday,F,Australia,AUS,2016
49908,Kerry Hore,F,Australia,AUS,2016
50051,Genevieve Horton,F,Australia,AUS,2016
50055,"Mackenzie ""Mack"" Horton",M,Australia,AUS,2016
50055,"Mackenzie ""Mack"" Horton",M,Australia,AUS,2016
50055,"Mackenzie ""Mack"" Horton",M,Australia,AUS,2016
50140,Melissa Hoskins,F,Australia,AUS,2016
50342,Rhys Howden,M,Australia,AUS,2016
50561,Heming Hu,M,Australia,AUS,2016
51289,Henry Hutchison,M,Australia,AUS,2016
51824,"Mitchell ""Mitch"" Iles-Crevatin",M,Australia,AUS,2016
51908,Talgat Ilyasov,M,Australia,AUS,2016
52133,"Joseph Howarth ""Joe"" Ingles",M,Australia,AUS,2016
52135,Alice Ingley,F,Australia,AUS,2016
52377,Grant Irvine,M,Australia,AUS,2016
52377,Grant Irvine,M,Australia,AUS,2016
53288,Chelsea Jaensch,F,Australia,AUS,2016
53944,Rachel Jarry,F,Australia,AUS,2016
54274,"Edward ""Ed"" Jenkins",M,Australia,AUS,2016
54294,"Michelle ""Shelly"" Jenneke",F,Australia,AUS,2016
54381,Iain Jensen,M,Australia,AUS,2016
55605,Aislin Jones,F,Australia,AUS,2016
56733,Selma Kajan,F,Australia,AUS,2016
58047,Joshua Katz,M,Australia,AUS,2016
58048,Nathan Katz,M,Australia,AUS,2016
58121,Fergus Kavanagh,M,Australia,AUS,2016
58242,"Joseph ""Joe"" Kayes",M,Australia,AUS,2016
58312,Scott Keach,M,Australia,AUS,2016
58312,Scott Keach,M,Australia,AUS,2016
58392,Maddison Keeney,F,Australia,AUS,2016
58392,Maddison Keeney,F,Australia,AUS,2016
58415,Sally Kehoe,F,Australia,AUS,2016
58557,Elise Kellond-Knight,F,Australia,AUS,2016
58706,Alanna Stephanie Kennedy,F,Australia,AUS,2016
58854,Samantha May Kerr,F,Australia,AUS,2016
58971,Danielle Merlyn Kettlewell,F,Australia,AUS,2016
59077,Safwan Khalil,M,Australia,AUS,2016
60532,"Thomas ""Tom"" Kingston",M,Australia,AUS,2016
61577,Mark William Knowles,M,Australia,AUS,2016
61582,Bronwen Knox,F,Australia,AUS,2016
62086,Thanasi Kokkinakis,M,Australia,AUS,2016
65706,Genevieve LaCaze,F,Australia,AUS,2016
65706,Genevieve LaCaze,F,Australia,AUS,2016
66175,Regan Lamble,F,Australia,AUS,2016
66612,Fabrice Lapierre,M,Australia,AUS,2016
66726,"Mitchell James ""Mitch"" Larkin",M,Australia,AUS,2016
66726,"Mitchell James ""Mitch"" Larkin",M,Australia,AUS,2016
66726,"Mitchell James ""Mitch"" Larkin",M,Australia,AUS,2016
67222,Tessa Lavey,F,Australia,AUS,2016
67376,Jian-Fang Lay (Hong-),F,Australia,AUS,2016
67376,Jian-Fang Lay (Hong-),F,Australia,AUS,2016
68065,Minjee Lee,F,Australia,AUS,2016
69218,Daniel Jason Lewis,M,Australia,AUS,2016
69873,Jake Lilley,M,Australia,AUS,2016
70030,Holly Lincoln-Smith,F,Australia,AUS,2016
70453,Kevin Lisch,M,Australia,AUS,2016
70839,"Alexander ""Alex"" Lloyd",M,Australia,AUS,2016
70979,William Lockwood,M,Australia,AUS,2016
71043,Chloe Logarzo,F,Australia,AUS,2016
72634,Rachael Lynch,F,Australia,AUS,2016
73453,James Magnussen,M,Australia,AUS,2016
73600,Travis Mahoney,M,Australia,AUS,2016
73600,Travis Mahoney,M,Australia,AUS,2016
74189,Nick Malouf,M,Australia,AUS,2016
75102,Martin Georgiev Marinov,M,Australia,AUS,2016
75102,Martin Georgiev Marinov,M,Australia,AUS,2016
75371,Kurtis Marschall,M,Australia,AUS,2016
75550,Damian Patrick Martin,M,Australia,AUS,2016
75643,Tyler Martin,M,Australia,AUS,2016
75936,Carmen Marton,F,Australia,AUS,2016
75937,Caroline Marton,F,Australia,AUS,2016
76405,Luke Mathews,M,Australia,AUS,2016
76405,Luke Mathews,M,Australia,AUS,2016
77360,Daniel McConnell,M,Australia,AUS,2016
77433,"Patrick ""Pat"" McCutcheon",M,Australia,AUS,2016
77504,Sam McEntee,M,Australia,AUS,2016
77505,Cameron McEvoy,M,Australia,AUS,2016
77505,Cameron McEvoy,M,Australia,AUS,2016
77505,Cameron McEvoy,M,Australia,AUS,2016
77505,Cameron McEvoy,M,Australia,AUS,2016
77714,David McKeon,M,Australia,AUS,2016
77714,David McKeon,M,Australia,AUS,2016
