ID,Name,Sex,Team,NOC,Year
805,April Jane Adams,F,Australia,AUS,1992
835,"Phillip Maxwell ""Phil"" Adams",M,Australia,AUS,1992
835,"Phillip Maxwell ""Phil"" Adams",M,Australia,AUS,1992
1311,"Nicholas Mark ""Nick"" A'Hern",M,Australia,AUS,1992
1534,Brett Aitken,M,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
2860,Monique Marie Allen,F,Australia,AUS,1992
3809,David Lennon James Anderson,M,Australia,AUS,1992
3978,Ramon Dean Andersson,M,Australia,AUS,1992
4164,"Susan Elizabeth ""Sue"" Andrews",F,Australia,AUS,1992
4418,Alyson Regina Annan,F,Australia,AUS,1992
4561,Peter Thomas Antonie,M,Australia,AUS,1992
4812,Zlatko Arambasic,M,Australia,AUS,1992
5096,Simon Graham Arkell,M,Australia,AUS,1992
5114,Vyninka Rae Robyn Arlow,F,Australia,AUS,1992
5158,Duncan John D'Arcy Armstrong,M,Australia,AUS,1992
5231,Scott Edward Arnold,M,Australia,AUS,1992
5541,Simon Carl Asher,M,Australia,AUS,1992
6618,"Christopher Gerald ""Chris"" Bacon",M,Australia,AUS,1992
6877,Andrew James Baildon,M,Australia,AUS,1992
6877,Andrew James Baildon,M,Australia,AUS,1992
6877,Andrew James Baildon,M,Australia,AUS,1992
7036,Simon Francis Baker,M,Australia,AUS,1992
7080,Robin Bakker,M,Australia,AUS,1992
9041,Colin Kenneth Beashel,M,Australia,AUS,1992
9562,Tracey Lee Belbin,F,Australia,AUS,1992
11009,John Roderick Bestall,M,Australia,AUS,1992
11714,Warren Allen Birmingham,M,Australia,AUS,1992
12041,Milan Blagojevic,M,Australia,AUS,1992
12423,Gabrielle Therese Blythe,F,Australia,AUS,1992
12610,Lee Andrew Bodimeade,M,Australia,AUS,1992
12657,Nicole Jane Boegman-Staines (-Stewart),F,Australia,AUS,1992
13362,"Mitchell Jay ""Mitch"" Booth",M,Australia,AUS,1992
13566,"Raymond Helmut ""Ray"" Borner",M,Australia,AUS,1992
13760,Mark John Bosnich,M,Australia,AUS,1992
14126,Glenn Bourke,M,Australia,AUS,1992
14283,"Deborah Ann ""Debbie"" Bowman-Sullivan",F,Australia,AUS,1992
14524,"Marcus Robert ""Mark"" Bradtke",M,Australia,AUS,1992
15055,Christine Linda Bridge,F,Australia,AUS,1992
15499,"Christopher ""Cris"" Brown",M,Australia,AUS,1992
15501,Damian Gerard Brown,M,Australia,AUS,1992
15534,Ian Robert Brown,M,Australia,AUS,1992
15534,Ian Robert Brown,M,Australia,AUS,1992
15534,Ian Robert Brown,M,Australia,AUS,1992
15894,Philip Malcolm Bryant,M,Australia,AUS,1992
15994,Addy Elizabeth Bucek,F,Australia,AUS,1992
16016,Sharon Lee Buchanan-Patmore,F,Australia,AUS,1992
17085,Jenny Margaret Byrne,F,Australia,AUS,1992
17709,Gillian Margaret Campbell,F,Australia,AUS,1992
18034,Michelle Edith Capes-Hager,F,Australia,AUS,1992
18054,Dean Capobianco,M,Australia,AUS,1992
18142,Sally May Carbon (-Bell),F,Australia,AUS,1992
18226,Ashley Carey,M,Australia,AUS,1992
18279,Sean William Carlin,M,Australia,AUS,1992
19064,Rhonda Maree Cator,F,Australia,AUS,1992
19064,Rhonda Maree Cator,F,Australia,AUS,1992
21800,"Geoffrey ""Geoff"" Clark",M,Australia,AUS,1992
22457,"Daniel James ""Danny"" Collins",M,Australia,AUS,1992
22457,"Daniel James ""Danny"" Collins",M,Australia,AUS,1992
22555,David Edward Garrik Colvin,M,Australia,AUS,1992
22918,Andrew Dollman Cooper,M,Australia,AUS,1992
22930,Denise Esther Cooper,F,Australia,AUS,1992
23021,"Gregory Dean ""Greg"" Corbitt",M,Australia,AUS,1992
23070,"Stephen Christoph ""Steve"" Corica",M,Australia,AUS,1992
23266,Andrea Gay Coss,F,Australia,AUS,1992
23351,Daniela Costian,F,Australia,AUS,1992
23605,"Annemarie Josefina ""Anna"" Cox-Wood",F,Australia,AUS,1992
23605,"Annemarie Josefina ""Anna"" Cox-Wood",F,Australia,AUS,1992
23715,Justann John Crawford,M,Australia,AUS,1992
23996,Robert Colville Crowe,M,Australia,AUS,1992
24251,"David Thomas ""Dave"" Culbert",M,Australia,AUS,1992
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1992
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1992
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1992
24413,Lisa Gaye Curry-Kenny,F,Australia,AUS,1992
25599,Robert Davidson,M,Australia,AUS,1992
25647,Stephen John Davies,M,Australia,AUS,1992
25813,Jason Scott Day,M,Australia,AUS,1992
26019,"Robert Francois ""Rob"" de Castella",M,Australia,AUS,1992
28172,Michael Constantine Diamond (Diamondopoulous-),M,Australia,AUS,1992
28530,Damon Laurance Diletti,M,Australia,AUS,1992
28732,Wayne David Diplock,M,Australia,AUS,1992
28948,Christine Doan,F,Australia,AUS,1992
29013,Christine Helen Dobson,F,Australia,AUS,1992
