ID,Name,Sex,Team,NOC,Year
143,"Desmond ""Des"" Abbott",M,Australia,AUS,2008
252,Youcef Abdi,M,Australia,AUS,2008
257,Ali Abdo,M,Australia,AUS,2008
824,Luke Kendall Adams,M,Australia,AUS,2008
824,Luke Kendall Adams,M,Australia,AUS,2008
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,Australia,AUS,2008
3347,Eloise Michelle Amberger,F,Australia,AUS,2008
3711,David Emil Andersen,M,Australia,AUS,2008
4414,Justin John Anlezark,M,Australia,AUS,2008
4474,"Christopher John ""Chris"" Anstey",M,Australia,AUS,2008
4511,Mark Anthony,M,Australia,AUS,2008
5113,"Catherine Marie Joelle ""Cath"" Arlove",F,Australia,AUS,2008
5305,"Jessica Nicole ""Nic"" Arrold",F,Australia,AUS,2008
5532,Glenn Ashby,M,Australia,AUS,2008
5650,Dina Aspandiyarova,F,Australia,AUS,2008
5650,Dina Aspandiyarova,F,Australia,AUS,2008
5820,Courtney Atkinson,M,Australia,AUS,2008
5851,Teneal Attard,F,Australia,AUS,2008
6023,Ben Austin,M,Australia,AUS,2008
6910,Tanya Bailey,F,Australia,AUS,2008
6934,Angie Lee Bainbridge,F,Australia,AUS,2008
7237,Natalie Bale,F,Australia,AUS,2008
7563,Jarrod Bannister,M,Australia,AUS,2008
7922,David Barlow,M,Australia,AUS,2008
7993,Tamsin Barnett-Hinchley,F,Australia,AUS,2008
8051,Bronte Amelia Arnold Barratt,F,Australia,AUS,2008
8051,Bronte Amelia Arnold Barratt,F,Australia,AUS,2008
8051,Bronte Amelia Arnold Barratt,F,Australia,AUS,2008
8329,George Raymond Barton,M,Australia,AUS,2008
8555,"Katherine Linsey ""Kate"" Bates",F,Australia,AUS,2008
8555,"Katherine Linsey ""Kate"" Bates",F,Australia,AUS,2008
8590,Suzy Batkovic (-Brown),F,Australia,AUS,2008
8910,Ryan Neville Bayley,M,Australia,AUS,2008
8910,Ryan Neville Bayley,M,Australia,AUS,2008
8910,Ryan Neville Bayley,M,Australia,AUS,2008
9013,Gemma Beadsworth,F,Australia,AUS,2008
9014,Jamie Beadsworth,M,Australia,AUS,2008
9015,"Daniel ""Dan"" Beahan",M,Australia,AUS,2008
9655,"Robin ""Rob"" Bell",M,Australia,AUS,2008
9721,Mark Bellofiore,M,Australia,AUS,2008
9809,Samuel Beltz,M,Australia,AUS,2008
10245,Coral Ann Bentley,F,Australia,AUS,2008
10344,Hayley Beresford,F,Australia,AUS,2008
11116,Tully Louise Bevilaqua (Crook-),F,Australia,AUS,2008
11713,Collis Birmingham,M,Australia,AUS,2008
12117,Sarah Jane Blanck,F,Australia,AUS,2008
12421,Madonna Blyth,F,Australia,AUS,2008
12490,Jack Bobridge,M,Australia,AUS,2008
12795,Andrew Michael Bogut,M,Australia,AUS,2008
13061,Sarah Joan Bombell,F,Australia,AUS,2008
13280,Georgia Bonora,F,Australia,AUS,2008
13280,Georgia Bonora,F,Australia,AUS,2008
13280,Georgia Bonora,F,Australia,AUS,2008
13280,Georgia Bonora,F,Australia,AUS,2008
13280,Georgia Bonora,F,Australia,AUS,2008
14257,Jodie Bowering,F,Australia,AUS,2008
14325,Alana Boyd,F,Australia,AUS,2008
14336,Luke Boyd,M,Australia,AUS,2008
14503,Amber Bradley,F,Australia,AUS,2008
14920,Kyla Bremner,F,Australia,AUS,2008
14944,Ashleigh Jade Brennan,F,Australia,AUS,2008
14944,Ashleigh Jade Brennan,F,Australia,AUS,2008
14944,Ashleigh Jade Brennan,F,Australia,AUS,2008
14944,Ashleigh Jade Brennan,F,Australia,AUS,2008
14944,Ashleigh Jade Brennan,F,Australia,AUS,2008
14949,Scott Michael Brennan,M,Australia,AUS,2008
15057,Mark Robert Bridge,M,Australia,AUS,2008
15177,Grant Tyson Brits,M,Australia,AUS,2008
15266,Leith Brodie,M,Australia,AUS,2008
15266,Leith Brodie,M,Australia,AUS,2008
15266,Leith Brodie,M,Australia,AUS,2008
15394,Travis Neil Brooks,M,Australia,AUS,2008
15527,Graeme Allen Brown,M,Australia,AUS,2008
15553,Kiel Brown,M,Australia,AUS,2008
15588,Steven Brown,M,Australia,AUS,2008
15859,"Calvin Thomas ""C. J."" Bruton, Jr.",M,Australia,AUS,2008
16424,Darren Bundock,M,Australia,AUS,2008
16518,Benjamin Burge,M,Australia,AUS,2008
16518,Benjamin Burge,M,Australia,AUS,2008
16518,Benjamin Burge,M,Australia,AUS,2008
16543,Paul Geoffrey Burgess,M,Australia,AUS,2008
17491,Nicole Callisto,F,Australia,AUS,2008
17494,Ashley John Callus,M,Australia,AUS,2008
17494,Ashley John Callus,M,Australia,AUS,2008
17687,Cate Natalie Campbell,F,Australia,AUS,2008
17687,Cate Natalie Campbell,F,Australia,AUS,2008
17687,Cate Natalie Campbell,F,Australia,AUS,2008
17742,"Richard ""Richie"" Campbell",M,Australia,AUS,2008
18392,Ryan Carneli,M,Australia,AUS,2008
18399,David Raymond Carney,M,Australia,AUS,2008
18550,Sara Maree Carrigan,F,Australia,AUS,2008
18578,Erin Carroll,F,Australia,AUS,2008
19294,"Blagoja ""Billy"" Celeski",M,Australia,AUS,2008
19310,"Matthew ""Matt"" Celotti",M,Australia,AUS,2008
19847,James Jonathan Chapman,M,Australia,AUS,2008
20850,"Roderick ""Rod"" Chisholm",M,Australia,AUS,2008
21966,Jacob Clear,M,Australia,AUS,2008
22322,"Briony Christine ""Bree"" Cole",F,Australia,AUS,2008
22322,"Briony Christine ""Bree"" Cole",F,Australia,AUS,2008
22722,Sam Conrad,M,Australia,AUS,2008
22859,Natalie Louise Cook,F,Australia,AUS,2008
22862,Sarah Ann Patricia Cook,F,Australia,AUS,2008
23182,Lisa Corrigan,F,Australia,AUS,2008
23519,Alicia Jayne Coutts,F,Australia,AUS,2008
23592,Rohanee Cox,F,Australia,AUS,2008
23729,David William Crawshay,M,Australia,AUS,2008
23821,Jessica Crisp,F,Australia,AUS,2008
23858,Alexandra Lindsay Croak,F,Australia,AUS,2008
23905,Kylie Cronk,F,Australia,AUS,2008
23988,"Kimberley ""Kim"" Crow-Brennan",F,Australia,AUS,2008
24226,Nikita Cuffe,F,Australia,AUS,2008
24370,Ben Cureton,M,Australia,AUS,2008
24615,Matthew D'Aquino,M,Australia,AUS,2008
25354,Angie Darby,F,Australia,AUS,2008
25543,Lara Shiree Davenport,F,Australia,AUS,2008
25687,Hannah Davis,F,Australia,AUS,2008
25687,Hannah Davis,F,Australia,AUS,2008
25708,Kyle Davis,M,Australia,AUS,2008
25708,Kyle Davis,M,Australia,AUS,2008
25733,Karyn Dale Davis-Gojnich,F,Australia,AUS,2008
25818,Tiffany Day,F,Australia,AUS,2008
26804,Liam Andrew De Young,M,Australia,AUS,2008
27181,"Ashley Jason ""Ash"" Delaney",M,Australia,AUS,2008
27181,"Ashley Jason ""Ash"" Delaney",M,Australia,AUS,2008
27181,"Ashley Jason ""Ash"" Delaney",M,Australia,AUS,2008
27351,Casey Dellacqua,F,Australia,AUS,2008
27631,"David ""Dave"" Dennis",M,Australia,AUS,2008
27646,Erin Densham,F,Australia,AUS,2008
28172,Michael Constantine Diamond (Diamondopoulous-),M,Australia,AUS,2008
29082,Luke Doerner,M,Australia,AUS,2008
